T,X,Y
1,15.977054520418825,3
1,6.665009248466818,1
0,5.166859334154312,-1
0,1.8682686504221415,1
1,18.894066198162356,0
0,10.453201377420545,-5
0,17.06574880439715,11
0,11.18144833308557,-6
1,15.442320383797554,7
0,16.394548262164083,12
0,6.279923858576701,-9
0,6.368171409360933,5
1,11.069871344082616,3
0,10.790452850273219,-4
0,10.200358220363762,2
1,5.799321065855286,0
0,11.31290706865288,0
1,14.957323485236905,-4
0,5.028669146038523,0
1,7.9626845629171275,10
1,12.803146188739436,10
0,7.9155049857351765,5
0,18.101583297625968,6
0,4.498823324154431,-4
0,15.799613004208627,1
0,-3.2072318948701444,-1
1,19.76568746492856,9
0,6.143166898116843,-6
0,12.422493166415878,5
1,13.646409664533799,1
1,5.603270569553955,3
1,14.967154576917629,-3
1,18.196895472223403,4
1,10.51935177274277,-2
1,22.62229731080835,-3
0,16.76560089492006,-2
1,8.105736934824789,4
1,11.058740905007305,0
0,2.2328015764777422,7
0,19.022658384973433,3
0,10.000508101117171,5
0,9.870121569689145,1
0,10.412497789581199,1
0,11.203875440263365,-1
1,11.151744060193232,4
1,3.050141155376389,5
0,15.610165892278932,0
0,8.058182342584685,0
0,3.550037892140141,-5
0,11.823451520384427,-4
0,6.678106302869445,10
1,5.875278912017254,7
0,1.4049219492756322,-3
1,12.133890571936355,-3
0,12.40853172698025,1
0,2.001087376973995,4
1,9.42361746589222,-1
1,12.362088785616253,0
1,16.22508293032199,3
0,13.328631392678968,3
0,10.630656864096983,-1
1,19.429105047475414,2
0,12.413921988091463,-3
1,20.12890314858882,-6
1,9.59986000921137,-4
0,7.910437617445728,2
0,10.895686549456729,0
0,8.984357191111206,-2
0,11.457098464124112,0
1,13.894907729118184,0
0,14.590189615137708,6
1,16.03609319282261,0
0,3.0720730774619742,-4
0,14.238684880094329,-1
1,5.790194054873787,-1
0,16.037594098635772,2
1,9.42551298324287,-1
1,4.265178864711817,0
0,8.015056573489915,4
1,6.788977391620736,12
0,2.9759467303071707,9
0,2.5402550726494013,5
1,7.870639694618977,-1
0,16.55020305503513,1
0,7.893649987318439,1
0,13.197938823477266,6
0,19.350290982992362,4
0,16.06934876040402,-4
0,11.318666442482261,0
0,6.521358673936347,-5
0,17.41793405703429,9
0,17.572056251645407,5
0,15.008200432670133,6
1,17.86331719112292,6
0,10.946481820525815,6
0,1.5393284926646782,0
0,12.417833673036434,-2
1,8.01757168433107,4
1,18.545801812717944,6
1,16.609271269768783,9
1,6.275810587900459,2
0,12.030207350437852,2
1,13.864515624438155,1
1,17.706943363545594,12
0,7.65126796506839,-6
1,8.340112057446914,2
1,15.173980197968653,6
0,12.590767093309411,0
0,11.297933498697496,4
0,24.146580118391796,4
0,15.625987688190879,-1
0,4.935986623546118,5
0,7.5827589347564235,7
0,13.946350130228398,-1
1,3.148656881893925,3
1,11.613057603772624,1
0,13.800357517867697,5
0,9.726849801246189,6
1,13.058498063733996,-1
1,4.081578479764135,1
1,7.796723427962437,9
1,8.416544724808157,1
0,5.142539385776139,-1
1,14.66274907748792,5
0,8.224121919231472,11
1,6.720970235896125,3
1,-0.8511377231352597,-8
0,17.25283478789193,3
1,12.572170280585642,7
0,3.1574477362071702,-8
0,5.396956792919165,3
0,15.437086898259494,-1
0,20.14880576766943,0
0,-0.09569415564474681,6
0,9.483236653207067,10
1,16.123993326431297,0
0,6.277721490928771,2
1,9.264761071401612,4
1,9.707940884978349,-2
0,16.088975996524155,3
1,4.022326272439325,1
1,10.12524324078228,-2
1,13.735762805891682,4
1,8.314766847737049,5
0,-0.8993546152335341,4
0,16.52427869594133,-6
1,11.712955841867318,-5
0,16.506650922748474,0
1,12.60075038991777,5
1,11.490152165452887,2
0,9.596821869558903,-8
1,11.577448826659657,0
1,10.584793749549512,3
1,13.654102507327433,4
1,5.590988672249157,-2
1,8.163621775063614,0
0,12.805755256154924,3
0,7.13545901827288,-6
0,10.602179486862251,-3
1,7.732158349431807,-3
0,13.11931702894327,-3
0,8.525158502992198,2
0,14.269966853386952,-10
1,5.820581850868582,7
1,10.84737372778961,12
1,15.29277321622203,5
0,6.569208873896959,8
0,11.232892052536002,0
1,11.995015421309658,0
0,10.1978914579227,4
0,13.412380722431791,3
1,17.525943773843785,6
1,14.554328472091672,-1
1,12.912996160894993,3
1,8.194576898276253,-3
1,14.080621651477744,1
0,11.028268626726387,4
1,12.953496842933665,9
0,18.346041915338514,6
1,11.166771520722977,0
0,14.646735623894267,1
1,10.41190395014141,4
1,3.9112144247318845,8
1,-0.5514581828801219,-3
0,7.590526726798065,-2
0,10.863408120067193,8
1,10.778409759235434,-5
1,11.216722167486386,1
1,9.395529018572299,-2
0,19.56904517206217,-5
1,15.88412070423438,2
0,10.433090207608092,-6
1,4.607090776633383,4
1,8.976089393771296,2
1,15.920981292060773,-1
0,17.30039349947193,-12
0,9.910381667827906,-3
1,1.8292434830016475,0
0,8.602500302511997,-1
1,13.381225819062351,4
1,21.389723740216912,-5
0,9.957933868116095,-7
1,11.317742987925865,0
1,12.811970087831877,4
0,14.428858518098263,0
0,15.470812724414543,6
0,4.685849022767236,2
0,12.024149981065834,0
1,12.29050895878675,0
0,10.72718101994621,-6
0,24.077317818476423,-1
1,10.877192772678084,0
1,15.424774998685297,1
1,10.86935923497842,0
1,11.674615250602974,5
1,9.481258768018133,-1
1,9.628940944344768,-2
1,12.365390221227036,0
1,11.704499656898456,-1
1,16.856689388518113,-4
1,10.986754348945828,11
1,9.994429571619593,-7
1,7.8652459503143,-2
0,22.396914521451663,1
1,15.277200442205583,1
0,8.971870750378113,-3
0,12.120482298053961,2
0,5.300274160676478,3
1,15.098820102342893,0
0,17.099672235030788,5
0,8.148713747267813,0
1,8.610916404394505,7
1,12.882509245592347,3
0,11.64555263632785,-3
1,6.4562075268837456,-1
0,14.596025830683953,7
1,16.688994976885287,5
1,19.11506033692595,-5
1,8.822569018174573,7
0,10.409881310533153,-1
0,19.149370143363956,-1
1,3.951533344423387,1
1,12.130409275156797,1
0,9.617948502523767,7
0,6.605244161972092,5
0,10.205176742450922,0
1,-4.251482035611167,0
0,12.008018101415848,-2
0,16.357028923133758,6
1,10.185094129394631,2
1,12.737442957524527,9
1,7.8154353026333405,6
0,6.3722183598969355,0
1,10.073692928840908,-9
0,23.09931836641024,5
0,15.98831574217343,3
0,19.025792775322024,0
0,-0.19396374002499783,-6
0,7.849760765057806,5
1,5.140100670554799,0
0,10.310276825258576,-2
1,12.875458718063573,1
1,14.582222393149962,-1
0,17.082236210376365,2
1,7.82303886966446,1
0,17.412059416795103,4
0,20.298951683060405,6
0,-0.510326942342104,0
1,15.928664969264094,7
1,8.60619745419801,-3
0,19.45719785412707,5
1,10.731105755404053,7
1,10.984108823919783,11
1,13.04536702520075,9
0,23.146072230075248,-2
0,8.184999332964109,-6
1,10.33457106862514,0
1,4.435525595128084,8
0,16.241700463474903,-1
1,10.852543525502067,12
1,4.044755084849203,4
0,16.76761809890908,6
0,9.974635823988523,7
1,9.572386661716797,0
1,11.934805343937438,-1
1,12.891118796395958,1
0,18.306192319009536,0
1,17.119364210085656,10
0,14.693933351759874,5
0,10.65583421533366,0
0,8.203179864797164,-2
1,11.828350558917265,11
1,10.019360777616107,4
1,9.42263823802685,0
1,14.040041450915828,-6
1,20.362008252686408,5
0,6.459273206044252,6
1,7.788997272986991,5
0,6.894642535549115,-3
1,5.28841319840297,5
0,14.669194834682223,6
0,12.976497520223017,9
0,9.480627488583044,4
0,7.367571741756707,2
0,8.415186671450767,2
0,6.946648081845604,-4
0,10.451868083123584,2
1,13.527931062957911,-1
1,15.720235775868218,2
0,8.39906548439456,-11
0,12.036103038464129,0
1,12.076261139420808,-3
0,6.303694652444832,2
0,5.139479633947565,-3
1,10.891067017874965,3
1,16.804949186216085,1
0,0.9350002525049383,4
0,16.081340669480063,1
1,7.075226490236367,-6
1,16.352264694914822,-3
1,7.386919011660714,-8
1,9.18099682983839,6
1,16.533646441494096,5
1,8.809350621259192,5
1,7.281310947581489,-1
0,5.9493890751780345,9
0,6.34356395047149,6
1,9.624768416198362,2
0,10.312150832606083,-4
0,12.925364737664381,-3
1,13.900928527519017,0
0,4.22665698695076,4
0,7.733577809647887,7
1,16.325182372194938,2
1,10.636012374856474,-2
1,7.718516814128013,1
0,8.88887953104097,-1
0,17.14111438241991,8
1,6.540665398056604,7
0,11.868226578819366,2
0,13.14937398195228,13
0,7.862378123604448,7
1,24.51236980992914,6
1,7.426008788982783,-1
0,6.8740597481697625,-8
1,10.514289609056272,0
1,16.860333317692586,0
1,16.439578998299243,4
0,9.200832033807801,11
0,11.270499372440637,-3
1,18.03935091006283,4
1,5.858670833686738,2
1,21.550511921727043,1
0,16.874191972758698,-1
0,10.069638279887789,-1
1,13.298465524345728,0
1,13.841451598394212,2
1,15.743848843490454,4
1,13.60040719678,1
0,11.037707332090143,-3
0,5.391604339581329,-9
1,10.617814206374987,1
1,10.145053708578503,0
0,3.770833079548935,6
1,1.809751334651052,5
0,13.610482080892385,-1
0,12.420860597775226,5
0,9.296368289519357,2
0,13.902140437032294,8
0,13.186782287315916,7
0,12.979293117721987,0
0,2.208651923725741,3
1,-2.3910077990107546,4
0,14.436535909708205,3
0,13.912484485409976,4
0,13.459314502995722,10
0,12.116050058152181,-6
0,2.811390069933646,7
0,9.422880629349947,8
1,6.911332802168205,9
0,18.235198257842,7
0,6.6970480561183185,1
1,15.48782778621294,-3
0,2.538999466019888,6
0,17.174908099684988,0
0,10.897879778013138,6
1,9.03788250938414,2
1,15.116165587967657,3
1,4.305881547226331,3
0,16.59371985148338,0
0,9.98976700409389,-2
0,6.897766986159857,0
1,15.919960274591848,-1
0,7.3819618479798645,0
1,11.485495881065034,11
0,16.672764716461472,1
1,1.5594957245238206,5
0,19.36412283106299,5
0,13.281215050947388,0
0,10.3789560310076,2
0,15.49418003652136,2
1,6.051227215612392,3
0,8.623988868770118,3
1,11.471387606061363,7
0,5.725552431180467,4
0,7.378842624499605,0
0,15.764636453153638,-4
0,21.285093117731098,-2
1,4.39042846920613,-1
0,19.45251011087639,-6
1,14.44147060725723,-2
1,13.967734818010737,2
0,13.373486220479837,3
0,13.356689795832747,3
1,3.8264564409674415,-4
1,6.8464940387867,0
1,5.391029410513735,6
0,-10.296483197506682,6
1,15.710703310658072,7
1,4.362754994663403,4
1,4.270938728688036,9
0,10.945214650445905,0
1,3.083664660466556,5
1,9.905454826512418,7
1,17.147468979680937,-6
0,10.860972659489512,-6
1,12.495559861618219,7
1,13.470994164067456,-2
1,13.560536409479466,12
1,10.408711278299556,0
1,9.902259455348094,8
1,10.460848484325286,8
1,11.286535251604208,4
1,10.171939975474052,18
1,7.166235024171032,0
1,14.393891989160284,9
1,8.928582821564106,2
1,0.29287222635742616,2
1,12.67628435672893,1
1,18.68933657460205,7
1,12.105493620753155,13
0,11.618141243866111,0
1,13.045530495787641,5
0,6.0174758801158825,-9
0,12.61289719390136,3
0,18.304984469488737,6
1,5.754282332442371,-1
0,6.2511105316770665,8
1,14.369876578211183,-5
1,8.705542553681507,6
0,9.524492097734779,-1
0,8.093381750838494,-5
0,14.201174598753134,3
0,18.60868130081534,6
1,-1.9595645231670744,0
1,10.234213110968605,-2
0,6.4662880717372335,3
0,7.844412181884483,2
1,10.925112090803626,3
0,7.758140203260621,0
0,12.62258728344899,-1
1,15.856797494869411,0
1,8.650992050223785,1
1,9.765236529460896,-2
1,13.924693921775281,5
0,17.06678692932745,12
1,5.493478209906583,4
0,13.188227687404584,-9
1,9.574190465367726,1
0,11.457960105165446,-4
0,14.378114776900823,-1
0,14.172371118796102,-11
0,14.733673751849638,1
1,13.276260669097741,3
0,14.22181713597216,0
0,14.395360983531962,0
0,10.945368215925509,-3
0,14.135173138754624,2
1,12.658053684818775,3
1,15.719866075769934,3
0,4.231508927693849,2
1,3.6501291918578023,8
1,9.540626711817938,3
0,11.739461227099907,2
1,13.493828081953875,8
1,12.280352062626323,-7
0,18.905622120571017,4
1,17.624220465572158,5
0,11.66963611419213,2
1,6.901057144709676,10
1,13.855094408896656,0
1,13.977652179726446,4
0,16.724283963222845,-1
0,7.19931280011691,2
0,11.098472182149738,-1
0,17.716419499684683,-7
1,-0.3524803822576317,-6
1,10.421106183652688,0
1,12.224048656660418,2
1,12.768825562535655,-5
1,11.17106416784305,0
0,13.008669485029401,1
0,13.093305113111196,2
0,14.303512347447745,0
0,10.655326185149988,-3
1,7.198891640657793,9
1,12.326469839290622,4
1,4.251231513022782,-4
0,9.21557948726511,3
1,14.916079364754601,10
1,3.1624148336709377,4
1,14.773432761011529,0
0,13.86756170368951,-1
0,15.639416658094476,0
1,15.028263219912214,-5
0,11.230676698039613,2
0,11.165790543887386,5
0,10.10769584860742,-3
0,11.257946076257396,-2
1,12.146279071847717,0
1,7.856163751163816,3
1,14.379836016885939,5
0,8.922427958226885,2
1,4.800824082846113,-3
1,11.262030655270706,-1
0,18.597749723124466,4
0,5.634145205665201,1
1,4.668494159295343,0
0,10.199458449785189,9
0,9.516540042065005,8
1,7.66934159383626,4
0,24.996620964554236,-5
1,12.161889816483221,-2
0,17.0899256760294,-4
0,11.706662734081542,-2
0,2.7653475192018764,-4
0,9.012796801126703,5
1,10.023753857220191,-5
0,10.96650800213257,-1
0,17.120904877988742,7
1,9.069297519233828,0
0,4.661644983651293,0
0,8.638175730559045,-1
1,11.945292632834095,1
0,11.555399236412423,-2
1,20.171244181986278,-4
0,11.402230361050922,-4
0,10.225415506420537,-1
0,10.237509925524042,-8
1,9.975803097308864,6
1,16.881564536990723,1
0,10.355579883717022,2
1,18.73831374027256,6
1,4.944931309920614,4
1,2.989513796340302,-1
0,7.393303711435346,6
0,16.243457351151523,0
0,14.910182348269544,3
0,8.956080137678567,3
0,14.319399466935195,0
0,1.1093155100688747,0
0,12.916153472013908,1
0,2.7346431533919926,-4
0,6.9124154578786285,0
1,8.820910538863428,4
1,21.245694005091394,2
1,15.41807469958643,8
1,15.956849043574929,-1
1,13.077087634228569,3
1,11.583365838682628,-4
1,12.987354889087722,2
1,8.520366901105334,6
1,6.159705581017867,5
1,15.303148517014996,-3
0,13.484190521262672,0
1,7.530139088702999,5
0,10.510858967852819,9
1,8.540027791907502,-2
1,9.57974483197793,1
1,4.8426059089961235,3
1,10.755801487495717,3
1,5.4654289466640815,4
0,6.438728429939239,7
0,5.182941250149864,-11
0,7.714861510637753,6
1,6.047612634373451,-3
1,14.342760447260103,-11
1,11.178103822981953,0
1,14.019582039148617,-4
1,5.821311638607172,10
0,12.117211209963084,5
1,13.737725866188363,0
1,14.236704817214303,-3
1,9.068180485596356,0
0,7.568455944451831,2
1,7.141977385883535,2
0,13.487553377813454,1
1,6.764905181578409,-5
1,13.154312869138678,6
0,11.01571922319994,-1
1,10.10305237343219,-4
1,13.349485263366644,-6
0,13.288097458134947,5
1,11.779295280260769,1
0,11.91287051527404,-5
1,15.701979292207401,-1
0,12.551740748600409,-1
0,14.718636559005336,-7
0,11.207238983464084,-4
1,17.199612936207963,3
0,5.519488523172545,2
0,14.617529890878188,0
1,14.086356289443286,5
1,14.565674880044545,0
1,10.394210676955737,-1
0,0.005059779846497747,-2
0,9.543392719611727,0
0,14.161955943740796,3
0,17.24378734937299,-7
0,-1.6559668880542908,-1
0,16.703395060324556,0
0,13.398146444112832,0
0,3.571922804877997,6
1,13.568289203884937,-3
1,13.541312051961608,3
1,15.769457465185964,-1
0,6.152214462253791,2
1,12.781250904137389,0
1,7.6265982008525395,4
0,1.6436959187312716,1
0,16.414482751591574,-4
1,12.493159633238696,0
1,10.669596672227874,6
1,12.29120065369728,-4
1,7.249751025882091,6
0,13.460211859339328,6
1,4.442758230291529,6
1,1.3640485376426383,0
1,13.74668054970816,5
0,14.386759213104925,0
0,19.086706607857998,1
1,17.39782103745959,5
1,10.108832881223368,2
0,10.60546984810178,3
0,14.95026145897728,-4
0,19.3151272623719,0
1,6.566870444855828,-5
1,2.759200072519362,3
0,12.938246395546521,6
1,14.819977421791037,0
1,17.99733627988069,0
0,15.58225118903491,-3
1,6.829707821773537,2
1,6.474103641705859,6
0,11.176371739158768,1
1,12.542077906395422,2
1,8.176715173245395,4
0,8.75479003800081,2
0,12.854687708008203,2
0,10.709235087385071,0
0,8.455055851011155,-4
1,12.374895231260973,3
1,24.407511711801902,12
0,9.399817013480867,-7
1,10.033713821483182,7
1,17.24256006135935,-5
0,16.512006660807163,-3
1,8.277151117414473,3
