T,X,Y
1,25.91911768725465,28
0,19.034103218656764,19
0,23.59464282775625,26
0,21.130847410704973,19
1,15.511852270246555,21
0,22.16880559941225,29
1,20.87889788765077,21
1,17.572330225198833,13
1,18.18499274494108,20
1,25.445046928345647,34
0,15.056769926945513,15
0,19.82256603582624,24
1,19.71216014993192,16
0,12.874715689418888,15
0,21.935384857917196,25
1,19.817275768680116,18
0,12.762693308506645,12
0,16.368298344761588,9
0,29.347066715844427,28
0,16.982970397618146,14
0,19.774152296169344,23
1,20.897779534258003,20
0,16.70860165866933,18
0,25.33641814533464,33
0,23.651583423417524,20
0,25.981923392510225,33
0,11.475381450438661,12
0,27.11777630420092,30
0,19.91619699240165,12
1,22.66312234572482,33
0,24.173558577007555,20
1,22.514585447714637,25
0,19.56912956503539,22
0,24.076581744292184,30
0,22.937311660476457,12
0,19.285216425494056,24
1,26.023303456692872,18
1,22.175896022557,23
0,22.33303213182756,22
0,17.926172797556536,7
0,18.5687678559614,16
1,20.90044915826564,24
0,26.3636716185026,33
0,14.653730319578376,20
0,18.70070572106964,20
0,17.801806702980056,16
1,10.021896976926184,3
1,11.127411935947643,16
1,13.97749527432376,19
0,16.475205295513575,22
0,20.226715748432213,34
0,11.635105385109608,10
1,24.852997604159818,31
1,17.895337453021018,10
1,20.694432317452453,28
0,19.583186454429878,18
0,22.025174262382322,16
1,24.40874397258214,27
1,28.60679495526051,34
1,21.625954230705855,22
0,19.90757562278958,18
1,18.513004254937076,13
0,24.25246466646574,33
0,24.672652273889415,39
0,22.889719078979482,22
1,20.391742558644566,15
1,25.430515566057995,32
0,26.100274363679784,26
0,20.302955952053406,21
0,14.511902454957081,21
0,19.111086831548793,19
0,26.198856399494783,29
0,19.901488124431474,19
1,18.477721181443158,20
0,17.258381697940628,9
1,23.153156938730007,27
1,17.471897330369185,31
0,15.238766285740269,12
0,13.611815428733632,14
0,23.24912840455307,16
0,24.36804999255469,26
0,22.36524075157505,37
1,22.993398370569004,22
0,14.516219396924638,15
0,25.387383844795792,35
0,22.613973027720167,25
1,10.399588598719884,10
1,18.00555663477205,22
0,21.954268647000998,24
1,16.1722058289193,19
1,22.924430198067185,29
0,18.84034233051805,21
0,25.575651724549466,24
1,25.89990300194152,20
1,21.324321487187824,28
0,18.555639201271255,27
0,11.809288142669597,15
0,26.21267762471784,20
1,19.466175786238562,14
1,31.778018206760485,27
0,25.226066434226382,37
0,30.857863795042604,28
1,25.099553620475294,23
1,18.497308372792716,20
0,25.560919171665223,24
0,19.979083885041014,24
1,21.029643916721312,14
0,12.938686080464539,22
0,7.258767819762294,4
0,19.100950677316067,15
0,11.658748074925347,19
0,21.156797845516422,22
0,15.736745440413397,24
1,23.156644714489868,23
0,23.910545197950523,27
0,27.9027666832038,31
0,15.221497854867863,14
0,25.95752030162624,24
0,16.66605092951634,12
1,20.890482916841762,20
1,22.14001740132485,11
0,19.37051593001194,29
0,16.28583214320818,16
0,18.26310299368003,23
1,12.283049413799684,18
1,14.143152781998381,27
1,19.842582812822883,11
0,18.36310326916732,17
0,22.412982831368694,22
1,32.19880379609026,36
0,21.039236945379407,27
0,25.677880258016735,30
0,19.79170307997152,19
1,23.132024532397622,19
1,24.977219897364783,25
0,17.901917027447308,14
0,30.214396426622507,25
0,21.20249240024802,23
1,22.49449028373351,26
1,10.972374018006873,4
0,21.96210928025163,18
0,24.299666259617087,30
0,21.96231973654203,25
0,18.532507222550308,22
0,18.688806405717038,19
1,15.833052519098871,7
0,16.550982900796516,17
1,21.08637105409724,23
1,21.47861795903645,14
0,20.517064377976205,19
1,17.504359789718837,24
0,20.31762798084974,22
1,12.768829441377303,8
0,13.729458427047351,8
1,19.326341979715608,28
1,12.230250618470492,10
1,16.77978995091175,17
0,23.303700366765526,21
0,18.85152939294531,24
0,18.734389705265848,14
1,17.333336182501082,31
1,16.418094511802256,24
0,26.903781775920436,31
1,13.619701401543866,21
0,18.533480813440704,23
1,18.654582804866717,18
1,20.45954021231092,28
1,15.962896165062755,14
1,19.834905760250475,22
1,14.478892393675444,17
0,21.750461839915676,19
1,22.794988961047473,17
0,25.399864762554877,28
1,13.290693281589263,17
1,23.66585183824529,36
0,27.827061214182525,30
1,17.399113062686517,19
0,26.121339795184902,27
0,16.511529142914405,13
0,18.943542571194293,24
1,18.825862640071538,21
0,12.584098719954609,10
1,21.26237535579952,34
0,20.93994399495208,12
0,16.197843920367987,24
0,14.288736987820233,19
0,18.889325712752736,20
0,20.57074059604065,27
0,15.410486965839606,16
1,21.265683808386335,17
0,16.92142249534635,17
1,22.14008362943815,21
0,16.30484175617313,29
1,18.642595622629152,21
1,17.028372387277656,12
1,25.86611453823207,28
0,11.832058924874275,16
0,24.884541146358995,30
1,22.971826953648122,24
1,14.61490971212335,8
1,18.581862905782707,17
1,22.647110127151006,24
1,29.22556467765883,21
0,16.34763894108928,18
1,22.04928051891155,27
1,15.400464431876872,8
0,22.47824172565624,23
0,21.46439147494199,24
0,22.147361214925365,33
0,22.894678640640468,27
1,17.741553430331688,21
1,13.440764472198152,17
0,15.96893724767271,14
1,28.796951836062235,29
1,30.13993511684455,37
0,19.587781264411074,27
1,16.957954267663332,21
1,20.565215175205164,9
0,15.860597678763206,13
1,16.709613152765485,18
1,18.148987724043685,23
0,16.50736808147201,25
1,27.26521765886854,29
1,23.560218184223313,24
0,20.859972785378726,24
0,7.198421507884998,13
1,16.829993387139048,21
1,18.247089266220197,16
1,20.521760693580333,18
0,23.98405944871915,25
1,16.929038514605296,21
0,18.665193988038872,15
0,21.585671830914567,22
1,18.870630191166505,17
0,35.23300929898948,31
0,24.164966920186085,25
1,14.646363032030791,8
0,26.31576293623178,27
1,24.084705405153702,19
1,10.896703386127601,17
1,13.260837974773676,14
0,19.411370488512734,21
1,16.439847496799427,18
0,23.07234868931763,23
1,20.124462414328885,18
1,21.152011238729536,28
1,19.445299026489444,17
0,17.349283425726934,12
0,20.01006498234715,12
1,18.392377226930527,28
0,13.683221034907518,14
0,30.078007098288115,37
0,12.458264643684672,13
1,25.516610370313607,32
0,31.218705982157005,37
0,9.732789281717018,6
0,24.254529658083694,20
1,21.828462805158715,24
0,14.940036840126591,16
0,21.799550294048064,22
1,18.319266091322813,15
0,18.60411214206217,20
1,13.818246041732213,20
0,18.38451864405995,13
1,28.508829954105213,27
1,28.412124838556302,32
0,24.580300264768923,22
0,25.27158855370404,33
0,14.725984480633615,9
0,20.61193683942866,26
0,17.936178228727595,5
1,27.477751114986447,38
0,12.516383059685685,8
0,24.930529374149657,27
1,19.04534349784414,23
1,21.22967281566528,18
1,14.775778001667973,21
1,22.617137992029605,32
1,15.599699795586684,17
1,14.205130129720319,28
0,16.516501710013706,23
1,22.11025259527516,21
1,17.027910860976405,19
0,26.3392449425561,18
0,22.42800418938955,31
0,24.455442739974963,24
0,20.496344384671065,20
0,20.95683854695908,21
0,17.853951068927636,19
1,22.44941755783509,24
1,23.30027846218408,17
0,19.703274392277148,25
0,18.264046409904754,16
0,13.311993918571495,7
0,14.461551486888661,16
0,29.517268385528702,26
1,25.834124830152653,22
0,15.032435874185355,6
1,14.403170926951061,17
0,20.33847239036108,23
0,23.41647744032131,15
1,16.065315738368376,16
1,17.917480565621737,21
1,21.70107904407829,29
0,22.46035579202728,26
0,17.885707462066588,18
1,20.49910653685328,31
0,15.571806118477662,18
1,11.181228340941649,22
1,13.965733943535703,14
0,21.865585135431797,20
0,19.31634917544724,20
0,16.570157241421267,15
0,19.297998119479608,21
1,18.223041555126276,23
0,25.187069076547903,30
1,17.457680380337568,24
0,14.507152118310682,7
0,17.947357891744936,22
1,16.357329119259454,13
0,21.69808485863159,28
1,16.528418397124682,17
1,17.67484905145648,13
0,23.0991203860763,21
1,30.308882240957487,28
0,28.042179069861202,21
0,24.000815438598593,16
1,16.025907919600982,15
0,20.26214820197552,27
0,20.316598315181217,18
0,25.684730575164743,29
0,23.33115994533822,32
0,14.955829619169567,21
0,18.489879529232763,20
0,13.185365266664924,9
0,28.650527450070783,36
0,24.655293177960996,32
0,25.681134116489382,30
1,24.294411052013192,33
0,25.079396588955337,26
0,19.356749564445654,11
0,16.376332488038326,19
1,22.54255554562233,21
1,24.919906975037797,34
1,27.99953533964365,35
1,20.94148207487838,18
0,21.899410326047672,24
1,19.715182059176076,24
1,30.128224346585032,39
0,12.13578115503785,10
1,20.747315494433344,20
1,24.232408204873348,30
0,18.540300050674553,21
0,23.25517135583372,24
0,23.62019101332774,38
0,17.29488440387626,23
0,24.315450559777272,19
0,26.23091532829038,24
0,17.633875624990907,21
1,21.312485830733372,15
1,19.271423049817198,22
0,24.429992442821984,28
0,25.111562218288128,25
1,16.52756182116993,20
1,19.19884502758223,14
1,27.637951978180674,26
1,19.800596644399022,19
0,17.00184357386648,12
1,23.177289504625364,29
0,30.03115019019217,28
1,21.91732519944344,19
1,9.180022365415043,0
0,22.151727665213933,29
1,25.098136173559574,28
0,10.56167454486085,4
0,22.028738651201078,17
0,17.082268182777355,22
0,18.80608474871599,29
0,25.711714233103898,15
0,29.133107766508903,28
1,17.07374122664916,24
0,21.37943402033274,17
1,22.692046121452837,23
1,15.410528301387435,16
0,22.041668755566008,28
1,19.38261858803792,14
1,15.937570644157558,17
1,22.14422462806457,27
1,23.920231118793765,23
0,23.778676253324488,13
0,12.836164909017356,19
1,12.045372556338464,15
0,19.46235511815475,26
1,23.872108155807684,27
1,20.25078173797996,23
0,10.20138125166617,10
1,17.272544579277675,20
1,21.143021269863016,23
1,22.10058236047902,27
1,15.841340281005902,12
1,17.897046825443862,17
0,22.311147226219106,25
0,12.074060457828713,9
0,15.16698086802379,16
1,14.040862487356524,13
0,15.390144334847161,18
0,21.672468607884745,20
0,8.95270041490679,13
1,25.91138050054657,23
1,30.83490813910214,32
1,23.371527653374997,29
0,27.254910728955373,24
0,18.826488089608812,20
1,18.13957486561313,21
0,23.048890856573603,23
0,22.71428478976405,26
1,24.784962784006147,33
1,16.207657220170713,22
1,21.667969069622128,25
1,14.055342913341825,13
1,19.79896027230714,25
0,23.237923560181763,24
1,27.517862398573786,31
0,25.277992572733346,33
1,17.334637741809228,19
0,20.769858691096704,25
1,22.9393517953815,24
1,26.73342115742271,21
1,14.820353585227245,5
0,16.63270552804508,14
0,27.199695512235444,28
1,12.185838260851082,14
1,19.90983157801015,22
1,15.018282109706908,15
0,13.558282941953152,23
1,20.475826352760272,27
0,12.31943221032137,13
1,22.664728502365413,18
1,20.336266501604637,20
1,16.11974231510179,23
0,6.77274259271093,14
0,15.307219403287169,15
1,17.37196122696743,10
0,17.075336241968014,15
1,22.466424784898674,27
1,12.70465591351696,25
0,11.46572332689454,11
1,18.480364850439337,21
1,22.658629211296407,26
0,19.109577761519226,23
0,25.417421780703453,31
0,21.974263025537795,16
0,18.14787287093811,20
1,17.160084295302354,20
0,12.470701140786883,13
0,17.70960296321227,32
1,18.621468189680254,20
1,19.039156374818788,25
1,17.728785291733896,19
1,23.67093470674715,26
1,16.324519555208422,17
1,15.285551704802446,16
1,17.354816745545023,21
1,16.540815785984627,19
1,13.592529904603683,21
1,29.418880204619175,31
1,10.597507286861303,11
1,15.144866074082302,14
0,20.223247270544977,32
1,19.91640805372765,26
0,15.00644172373282,14
0,21.27316244123333,23
0,22.9104028747907,18
1,17.311875895291067,23
0,24.144044031646082,31
0,19.24540789700115,17
1,25.165226008793766,25
1,21.42018794143049,25
0,15.840784402749595,17
1,16.61227928198827,14
0,26.00320739824586,30
1,23.20125806225108,31
1,12.504739393669967,22
1,25.448137781032937,25
0,17.014167689934567,17
0,17.710662398346546,27
1,19.6437565990711,14
1,19.056843839891776,22
0,26.71335081443544,26
0,24.96001147956142,21
0,18.066073344179152,18
1,17.013508630115727,4
0,16.45637221043434,18
0,25.27945915494339,31
1,20.8346230731045,22
1,27.841289137380993,31
1,24.149782481516162,23
0,18.919364796331454,15
1,8.006772637688353,9
0,24.33768488365018,37
0,22.760230322871752,29
0,18.711555463246835,28
0,12.679757640629353,2
0,24.363983684471208,22
1,18.90000730430734,15
0,16.897871042491058,17
1,19.71944562903841,23
1,16.557626273722786,22
0,21.494692687365124,28
1,19.56728721719605,18
0,23.977384545146112,31
0,25.18928388668548,35
0,19.58796243062,9
1,25.845531367768658,33
1,14.636614155946539,14
0,24.41439188527947,34
1,25.376124724542713,27
1,29.896662511292963,32
1,27.279915467028175,31
0,16.390318081105836,29
0,12.667419349541037,11
1,18.614492665887553,20
1,26.875772787717036,22
0,17.120926174417228,23
1,30.55830520150205,32
1,22.014295646105328,17
0,25.84762822484782,32
0,26.378064909090273,26
1,18.965690855332944,19
1,16.30316001414429,19
1,19.534734025810344,23
0,19.1333852971026,27
1,28.109582329897293,36
0,24.643044191542447,29
0,19.737412943152634,20
0,16.48956230692795,14
1,29.321283197533653,32
1,22.635765792581978,23
1,18.53384608940675,19
1,11.201897969508058,16
1,23.138731352136524,34
0,25.349697706307524,22
1,23.10417648803586,22
0,15.274104433991061,12
1,23.70026663329654,20
0,25.96060522677714,30
0,28.91353043214692,32
0,23.815122214555334,23
0,21.881129974384447,19
0,21.676328273147714,20
0,14.973676005976362,12
0,21.163661381914505,21
1,16.30028655684816,21
1,20.334991447868088,27
0,7.862339969205191,6
0,19.37252330612118,21
1,14.770989020488846,18
0,21.06319458607397,17
0,15.951034026709198,11
1,21.459804504931224,23
1,19.751091762424288,27
0,23.96798100110267,15
0,20.135663560816546,26
1,11.652264187722864,10
1,14.487662792860625,22
1,9.148930792929706,7
1,24.732468381501224,25
1,23.92474876599785,31
1,23.775464866460318,23
1,16.926395514685982,15
0,28.489100479538884,24
0,25.695096503529786,22
1,20.869941026524376,21
0,14.083951696091226,14
0,15.687081376124503,18
1,17.6372141523238,22
0,23.79724592937054,18
0,26.33031062388774,24
1,20.166333958851517,27
1,15.37254145524139,17
1,19.234858710909347,18
0,17.777045283651624,16
0,27.753510056200117,35
1,25.816839815799746,23
0,21.700943264869725,23
0,32.74643274459586,36
0,26.64767290780687,24
1,24.13702301903514,39
1,16.943728328412718,15
0,10.53310622695138,7
1,18.500120706774823,20
1,18.709947844226395,26
1,22.740952562053778,30
0,30.251019424997633,29
0,15.740653869672567,17
1,22.479184621698323,31
1,20.520345494382678,17
1,19.49300752340973,32
0,17.767740641840547,24
0,17.81662942598319,18
1,18.83589856313673,23
1,20.589310038374446,25
1,22.84042060192137,29
1,19.18482002555135,24
0,15.017297349041753,16
0,9.254802138975126,4
1,19.671859195996237,21
1,18.501821806884976,19
0,25.361638153828117,19
1,23.72919914249595,16
0,17.33925091221812,21
0,24.099828043765946,26
0,21.152688126725067,20
0,27.465629762315,31
0,26.62088490595919,30
0,18.08615361733143,21
0,22.7771991080948,15
1,22.698055218786926,11
0,22.339587275729382,27
0,23.608177440396247,27
0,29.797864477514196,33
0,12.765027886598187,15
0,26.566858343661274,19
0,27.16817513027972,26
1,27.453723727744855,25
0,26.74593202908487,35
0,20.804622563987905,17
1,14.381105338789755,21
0,25.310418092145213,18
0,18.89360177480389,26
0,25.97845251640169,27
1,20.58317059540419,20
1,21.12693486551795,27
1,21.442817509203444,17
0,19.6759031921324,26
0,16.956175151885212,17
0,18.26522203991881,15
1,16.790042458992325,23
0,19.850057690840625,17
1,29.321056212386477,32
0,20.793417694763182,27
1,23.72239073638972,16
0,24.847270270159555,34
0,18.68832719060113,22
0,21.431141431159705,22
0,21.515800165199828,27
1,21.53328873191031,18
0,22.652947075900165,21
1,25.065721796262977,27
0,23.169223550112385,19
0,18.71612663762042,16
0,14.370356245257863,20
0,16.91633033722737,28
1,16.167533533084782,11
0,12.376574910330977,22
1,15.843418102549478,21
1,20.88566891333376,26
0,22.236940325176086,25
0,22.68472991884213,26
1,13.13023693719305,8
1,17.160709856592213,15
1,24.41726906166019,21
0,25.194946668373944,5
1,25.862425201826134,32
1,22.70543809354019,18
1,27.593619859186482,23
0,19.786946342609003,21
1,23.547765486848093,17
1,25.833017379930325,27
1,11.292625149443655,19
0,12.960430929926984,14
1,25.780049353584605,29
1,15.056194315973896,19
1,30.85521681631218,35
1,18.69705513717642,20
1,26.55002550017769,27
1,26.419432921384796,28
1,22.197665795354403,24
1,36.18527412505453,37
1,17.73750779511984,16
1,27.67268920560079,33
1,20.424264358689037,20
1,20.873706599421883,12
1,19.761174585802614,23
1,25.17729418024245,35
1,31.273062311052115,34
0,19.574530591818892,21
1,23.432808385438616,27
0,9.887686480328755,6
0,22.178642410160926,25
0,25.930138009016943,34
1,16.987589826855366,14
0,27.148717895060898,23
1,12.04482784555809,17
1,24.496112343723766,24
0,17.286799778134387,17
0,13.663049244232077,12
0,22.048273085233518,26
0,25.518250093701575,34
1,18.754020804503604,8
1,15.476395356046787,16
0,22.150042536172958,18
0,21.059564505573483,19
1,21.860266560046224,24
0,19.29271837773979,17
0,17.966218792942247,20
1,17.801609894871724,24
1,19.086913959048424,19
1,15.97877172636882,17
1,23.96889866626264,29
0,31.053465922436292,38
1,22.977416616501536,19
0,9.336272421387147,12
1,19.110142014623165,19
0,14.49908875178795,16
0,17.460618824569426,22
0,7.92911237943178,12
0,20.77120446452273,25
1,21.25149563960788,25
0,18.665012826114285,23
0,19.46826096345281,24
0,15.379333634583851,16
0,21.950493043205118,26
1,21.075225356088605,25
1,21.12193834671245,28
0,21.871425158714757,16
1,26.458083507980987,21
1,21.26241032852027,22
0,21.102352133810285,23
1,26.170671879080267,30
1,10.857292797727968,14
0,23.483693838038953,32
1,23.54885169130471,32
0,21.991699114610785,23
1,28.89733940467611,27
1,17.70976876148239,22
1,22.29574737020194,27
0,17.65673650411889,24
0,21.663483620294013,19
0,17.13024678270115,18
0,11.870798745802519,19
1,11.552042112646934,2
1,17.72485014406069,19
1,20.36243727627388,23
1,12.611093655499062,16
1,18.19909014231305,20
0,20.87555559196102,24
0,21.247132906726932,24
0,19.177636511399314,23
0,15.924415220753055,16
1,27.62079846910178,26
1,22.245798330130597,25
1,13.363697230760994,8
0,22.690386586409645,22
1,28.761247769600647,34
1,22.096625846092895,16
1,18.59789625784025,24
0,17.697302342218343,21
0,19.645235140450424,25
1,12.46104361997794,18
0,21.658473667042152,23
0,24.945772767737555,26
0,15.960820766914711,16
0,16.261043377989807,17
1,17.92957666214561,21
1,21.78423697437585,20
1,23.965089469904093,29
0,21.31064375560982,20
1,14.311882901043756,10
1,16.911593289637775,19
0,23.419570076113686,32
0,20.765002284633855,16
1,17.856193037230135,13
0,28.441674392422417,28
0,27.592700992551396,27
1,22.636847997661768,21
0,13.834808947035777,29
1,15.423059949254537,18
0,14.131236042996306,21
0,16.478320575895758,18
0,14.959431923882482,8
0,24.340619188422686,23
1,12.872549479407363,14
0,17.374051999508577,18
0,26.917633672568968,34
1,17.340840605895785,17
0,18.27223809346068,13
0,17.368138952978953,16
1,19.516208642440446,22
0,16.61435997932977,18
1,13.16741273200482,24
0,14.865907080738452,16
0,17.007509932103396,17
0,10.124821505193221,10
1,24.436002248903925,25
1,19.76104429207283,27
0,21.734882813609808,22
1,24.843574895423313,34
1,22.52633978910913,18
1,16.46777824968716,10
0,25.12216033103016,22
0,19.883472718166995,26
0,22.07107249629194,27
0,22.913869700133755,22
0,19.878530828220736,24
0,18.064687575526108,9
0,20.766325900230115,23
0,14.978342900319824,8
0,19.95272970260283,17
1,22.750265345703802,22
1,20.2811378460166,32
1,26.134651494504222,32
1,16.80001507920318,24
1,21.712042715502164,26
1,13.678000829292296,16
1,20.87930681773027,25
1,24.027822280457226,23
1,23.085000377447898,20
1,14.698344512923988,21
0,18.961899551993348,22
1,23.43858166820308,22
0,28.144306179593173,28
1,15.796147506269142,15
1,19.677677629330386,20
1,21.78757547514926,17
1,21.822213329162057,23
1,22.146826279624836,18
0,26.629955013281467,23
0,7.453386642594467,2
0,25.315149105823103,23
1,14.82467465660079,12
1,6.75472220520496,12
1,17.938955792940305,20
1,13.256224670680263,18
1,28.649092633461848,25
0,24.41350927706375,26
1,18.815044627594816,23
1,14.823081311313251,20
1,18.696413106538195,19
0,21.736342803540357,19
1,20.06167469050032,18
0,20.819137140580477,24
1,12.788962079118642,10
1,24.936609038240547,29
0,17.699538799155413,19
1,13.027477536464708,14
1,11.34976560810691,15
0,24.206084233429294,27
1,19.17938672187082,22
0,13.625387133022073,15
1,16.08075321837782,23
0,17.878496026230064,20
0,11.930822658648681,16
0,14.50492370804243,16
1,21.18925005598381,29
0,21.334087341480473,17
0,19.937272394933743,24
1,23.63933233172596,29
1,17.705769746710814,23
1,16.99001101524961,18
0,16.642107752700728,6
0,18.616917926617425,18
0,22.379555660667453,26
0,11.840713536719594,19
0,17.493727449328784,6
0,19.66517519268724,26
0,19.147958667980262,22
0,25.933230115453068,19
1,14.418033350880023,19
1,21.889282810718875,26
1,16.097659342774616,23
0,21.826824417701182,18
1,18.26902807156123,22
1,22.07367892186922,20
0,20.044909677350446,11
0,14.78395514078243,21
1,17.992289932879725,21
1,24.154880003859397,26
1,13.051057810124853,16
1,24.696901640574737,23
0,25.064028511929877,28
1,24.128276997474043,19
1,18.784785032828363,11
1,23.8186014508053,28
0,19.532930981158295,24
0,20.44897844263773,29
1,23.21165821851643,31
1,20.373003614142924,21
0,22.98000857388601,23
0,14.670163082572282,19
0,19.226543107130265,28
1,12.839374776152797,10
1,21.949228163181743,15
0,25.406534961140906,28
1,17.419819982521847,23
1,18.203819040436834,27
0,15.025347310968337,20
1,20.91436275595615,19
1,24.043195585313104,21
0,20.596333482037636,22
1,20.75704199957576,24
1,22.54177083009812,22
0,21.39626588980534,20
0,21.59268699737775,24
0,18.735284082967322,19
0,14.548193499348198,13
1,21.355953036654892,25
1,30.508918347665908,46
0,11.30641252950921,10
1,25.50287494996855,26
1,12.615417446502747,21
0,15.297653786804482,22
1,21.066205140371686,20
